[INFO] Using Xenium bundle: /ictstr01/groups/ml01/projects/2025_xenium_mempel_lab_raphael.kfuri-rubens/MCA205/resegmentation_data/output-XETG00212__0023280__Region_1__20240917__175222_MCA205_d21_
2025-12-07 09:05:18 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk012.main
2025-12-07 09:05:18 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk013.main
2025-12-07 09:05:18 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk014.main
2025-12-07 09:05:18 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk015.main
2025-12-07 09:05:18 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk016.main
2025-12-07 09:05:18 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk017.main
2025-12-07 09:05:18 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk018.main
2025-12-07 09:05:18 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk019.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk020.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk021.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk022.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk023.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk024.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk025.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk026.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk027.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk028.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk029.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk030.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk031.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk032.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk033.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk034.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk035.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk036.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk037.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk038.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk039.main
2025-12-07 09:05:19 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk040.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk041.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk042.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk043.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk044.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk045.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk046.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk047.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk048.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk049.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk050.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk051.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk052.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk053.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk054.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk055.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk056.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk057.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk058.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk059.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk060.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk061.main
2025-12-07 09:05:20 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk062.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk063.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk064.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk065.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk066.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk067.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk068.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk069.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk070.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk071.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk072.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk073.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk074.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk075.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk076.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk077.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk078.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk079.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk080.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk081.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk082.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk083.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk084.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk085.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk086.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk087.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk088.main
2025-12-07 09:05:21 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk089.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk090.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk091.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk092.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk093.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk094.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk095.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk096.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk097.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk098.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk099.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk100.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk101.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk102.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk103.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk104.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk105.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk106.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk107.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk108.main
2025-12-07 09:05:22 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk109.main
2025-12-07 09:05:23 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk110.main
2025-12-07 09:05:23 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk111.main
2025-12-07 09:05:23 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk112.main
2025-12-07 09:05:23 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk113.main
2025-12-07 09:05:23 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk114.main
2025-12-07 09:05:23 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk115.main
2025-12-07 09:05:23 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk116.main
2025-12-07 09:05:23 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk117.main
2025-12-07 09:05:23 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.chnk118.main
2025-12-07 09:08:13 [runtime] (chunks_complete) ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.INSITU_ANALYZER.RUN_GRAPH_CLUSTERING
2025-12-07 09:08:13 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.INSITU_ANALYZER.RUN_GRAPH_CLUSTERING.fork0.join
2025-12-07 09:09:55 [runtime] (join_complete)   ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.INSITU_ANALYZER.RUN_GRAPH_CLUSTERING
2025-12-07 09:09:55 [runtime] (ready)           ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.INSITU_ANALYZER.COMBINE_CLUSTERING
2025-12-07 09:09:55 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.INSITU_ANALYZER.COMBINE_CLUSTERING.fork0.chnk0.main
2025-12-07 09:10:12 [runtime] (chunks_complete) ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV
2025-12-07 09:10:12 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.XR_CREATE_DATAFRAME_PQ_CSV.fork0.join
2025-12-07 09:10:22 [runtime] (chunks_complete) ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.INSITU_ANALYZER.COMBINE_CLUSTERING
2025-12-07 09:10:23 [runtime] (ready)           ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.INSITU_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION
2025-12-07 09:10:23 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.INSITU_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.split
2025-12-07 09:10:23 [runtime] (ready)           ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.INSITU_ANALYZER.RUN_PROTEIN_EXPRESSION
2025-12-07 09:10:23 [runtime] (split_complete)  ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.INSITU_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION
2025-12-07 09:10:23 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.INSITU_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.chnk00.main
2025-12-07 09:10:23 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.INSITU_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.chnk01.main
2025-12-07 09:10:24 [runtime] (run:local)       ID.RESEGMENT.XENIUM_RANGER_CS.INSITU_COUNTER_CS.INSITU_COUNTER_CORE.INSITU_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.chnk02.main
